Column 1,Column 2,Column 3,Column 4
193,"Killian Hayes, G",Detroit Pistons,"$7,413,955"
194,"Jalen Suggs, SG",Orlando Magic,"$7,252,080"
195,"Anthony Black, G",Orlando Magic,"$7,245,480"
196,"Khem Birch, C",San Antonio Spurs,"$6,985,000"
197,"Bennedict Mathurin, SG",Indiana Pacers,"$6,916,080"
198,"Obi Toppin, PF",Indiana Pacers,"$6,803,012"
199,"Caleb Martin, SF",Miami Heat,"$6,802,950"
200,"Cedi Osman, SF",San Antonio Spurs,"$6,718,842"
201,"Bilal Coulibaly, SG",Washington Wizards,"$6,614,280"
202,"Josh Giddey, SG",Oklahoma City Thunder,"$6,587,040"
203,"Cameron Payne, PG",Philadelphia 76ers,"$6,500,000"
204,"Jae'Sean Tate, SF",Houston Rockets,"$6,500,000"
205,"Ayo Dosunmu, SG",Chicago Bulls,"$6,481,481"
206,"Rudy Gay, SF",Golden State Warriors,"$6,479,000"
207,"Sasha Vezenkov, F",Sacramento Kings,"$6,341,464"
208,"Shaedon Sharpe, SG",Portland Trail Blazers,"$6,313,800"
209,"Otto Porter Jr., SF",Toronto Raptors,"$6,300,000"
210,"Deni Avdija, SF",Washington Wizards,"$6,263,188"
RK,NAME,TEAM,SALARY
211,"Nassir Little, SF",Phoenix Suns,"$6,250,000"
212,"Jevon Carter, PG",Chicago Bulls,"$6,190,476"
213,"Kenrich Williams, SF",Oklahoma City Thunder,"$6,175,000"
214,"Ricky Rubio, PG",Cleveland Cavaliers,"$6,146,342"
215,"Jarace Walker, F",Indiana Pacers,"$6,059,520"
216,"Jonathan Kuminga, PF",Golden State Warriors,"$6,012,840"
217,"Devin Vassell, SG",San Antonio Spurs,"$5,887,899"
218,"Tyrese Haliburton, PG",Indiana Pacers,"$5,808,435"
219,"Dyson Daniels, G",New Orleans Pelicans,"$5,784,120"
220,"Kira Lewis Jr., G",Utah Jazz,"$5,722,116"
RK,NAME,TEAM,SALARY
221,"Dean Wade, PF",Cleveland Cavaliers,"$5,709,877"
222,"Aaron Nesmith, SF",Indiana Pacers,"$5,634,257"
223,"Jalen Smith, PF",Indiana Pacers,"$5,604,192"
224,"Taylor Hendricks, F",Utah Jazz,"$5,569,920"
225,"Cole Anthony, PG",Orlando Magic,"$5,539,771"
226,"Franz Wagner, SF",Orlando Magic,"$5,508,720"
227,"Garrett Temple, SF",Toronto Raptors,"$5,401,000"
228,"Furkan Korkmaz, SG",Philadelphia 76ers,"$5,370,370"
229,"Jeremy Sochan, F",San Antonio Spurs,"$5,316,960"
230,"Cason Wallace, G",Oklahoma City Thunder,"$5,291,000"
RK,NAME,TEAM,SALARY
231,"Chuma Okeke, PF",Orlando Magic,"$5,266,713"
232,"Isaiah Stewart, C",Detroit Pistons,"$5,266,713"
233,"Davion Mitchell, PG",Sacramento Kings,"$5,063,760"
234,"Johnny Davis, G",Washington Wizards,"$5,050,800"
235,"Jett Howard, G",Orlando Magic,"$5,026,800"
236,"Nick Richards, C",Charlotte Hornets,"$5,000,000"
237,"Reggie Jackson, PG",Denver Nuggets,"$5,000,000"
238,"Mason Plumlee, C",LA Clippers,"$5,000,000"
239,"Ziaire Williams, F",Memphis Grizzlies,"$4,810,200"
240,"Ousmane Dieng, F",Oklahoma City Thunder,"$4,798,440"
241,"Dereck Lively II, C",Dallas Mavericks,"$4,775,640"
242,"Josh Green, SG",Dallas Mavericks,"$4,765,339"
243,"Jarred Vanderbilt, PF",Los Angeles Lakers,"$4,698,000"
244,"Nickeil Alexander-Walker, SG",Minnesota Timberwolves,"$4,687,500"
245,"James Bouknight, SG",Charlotte Hornets,"$4,570,080"
246,"Jalen Williams, F",Oklahoma City Thunder,"$4,558,680"
247,"Saddiq Bey, SF",Atlanta Hawks,"$4,556,983"
248,"Gradey Dick, G",Toronto Raptors,"$4,536,720"
249,"Jalen McDaniels, F",Toronto Raptors,"$4,516,000"
250,"Precious Achiuwa, PF",New York Knicks,"$4,379,527"
RK,NAME,TEAM,SALARY
251,"Tyrese Maxey, PG",Philadelphia 76ers,"$4,343,920"
252,"Jalen Duren, C",Detroit Pistons,"$4,330,680"
253,"Danuel House Jr., SF",Philadelphia 76ers,"$4,310,250"
254,"Jordan Hawkins, G",New Orleans Pelicans,"$4,310,160"
255,"Zeke Nnaji, PF",Denver Nuggets,"$4,306,281"
256,"Immanuel Quickley, SG",Toronto Raptors,"$4,171,548"
257,"Chris Duarte, SG",Sacramento Kings,"$4,124,400"
258,"Ochai Agbaji, G",Toronto Raptors,"$4,114,200"
259,"Kobe Bufkin, G",Atlanta Hawks,"$4,094,280"
260,"Payton Pritchard, PG",Boston Celtics,"$4,037,278"
RK,NAME,TEAM,SALARY
261,"Seth Curry, SG",Charlotte Hornets,"$4,000,000"
262,"Troy Brown Jr., SF",Detroit Pistons,"$4,000,000"
263,"Dwight Powell, C",Dallas Mavericks,"$4,000,000"
264,"Moses Moody, SG",Golden State Warriors,"$3,918,480"
265,"Mark Williams, C",Charlotte Hornets,"$3,908,160"
266,"Jaden McDaniels, PF",Minnesota Timberwolves,"$3,901,399"
267,"Keyonte George, G",Utah Jazz,"$3,889,800"
268,"Malachi Flynn, PG",Detroit Pistons,"$3,873,025"
269,"Desmond Bane, SG",Memphis Grizzlies,"$3,845,083"
270,"Kevin Love, PF",Miami Heat,"$3,835,738"
RK,NAME,TEAM,SALARY
271,"Russell Westbrook, PG",LA Clippers,"$3,835,738"
272,"Corey Kispert, SF",Washington Wizards,"$3,722,040"
273,"AJ Griffin, F",Atlanta Hawks,"$3,712,920"
274,"Jalen Hood-Schifino, G",Los Angeles Lakers,"$3,695,040"
275,"Amir Coffey, SG",LA Clippers,"$3,666,667"
276,"Alperen Sengun, C",Houston Rockets,"$3,536,280"
277,"Tari Eason, F",Houston Rockets,"$3,527,160"
278,"Jaime Jaquez Jr., G",Miami Heat,"$3,510,600"
279,"Mike Muscala, C",Oklahoma City Thunder,"$3,500,000"
280,"Andre Drummond, C",Chicago Bulls,"$3,360,000"
281,"Trey Murphy III, SG",New Orleans Pelicans,"$3,359,280"
282,"Brandin Podziemski, G",Golden State Warriors,"$3,352,440"
283,"Dalen Terry, F",Chicago Bulls,"$3,350,760"
284,"Cam Whitmore, F",Houston Rockets,"$3,218,160"
285,"Jake LaRavia, F",Memphis Grizzlies,"$3,199,920"
286,"Derrick Rose, PG",Memphis Grizzlies,"$3,196,448"
287,"Eric Gordon, SG",Phoenix Suns,"$3,196,448"
288,"Tre Mann, PG",Charlotte Hornets,"$3,191,280"
289,"Noah Clowney, F",Brooklyn Nets,"$3,089,520"
290,"Malaki Branham, G",San Antonio Spurs,"$3,071,880"
RK,NAME,TEAM,SALARY
291,"Simone Fontecchio, F",Detroit Pistons,"$3,044,872"
292,"Jordan Nwora, SF",Toronto Raptors,"$3,000,000"
293,"Julian Champagnie, F",San Antonio Spurs,"$3,000,000"
294,"Dante Exum, G",Dallas Mavericks,"$3,000,000"
295,"Dariq Whitehead, F",Brooklyn Nets,"$2,966,040"
296,"Christian Braun, G",Denver Nuggets,"$2,949,120"
297,"Jalen Johnson, SF",Atlanta Hawks,"$2,925,360"
298,"Josh Richardson, SG",Miami Heat,"$2,891,467"
299,"Kris Murray, F",Portland Trail Blazers,"$2,847,480"
300,"Walker Kessler, C",Utah Jazz,"$2,831,160"
RK,NAME,TEAM,SALARY
301,"Josh Okogie, SF",Phoenix Suns,"$2,815,937"
302,"Keon Johnson, G",Brooklyn Nets,"$2,808,720"
303,"Omer Yurtseven, C",Utah Jazz,"$2,800,000"
304,"Kyle Lowry, PG",Philadelphia 76ers,"$2,795,839"
305,"Olivier-Maxence Prosper, F",Dallas Mavericks,"$2,733,360"
306,"David Roddy, F",Phoenix Suns,"$2,718,240"
307,"Christian Wood, F",Los Angeles Lakers,"$2,709,849"
308,"Isaiah Jackson, SF",Indiana Pacers,"$2,696,280"
309,"Marcus Sasser, G",Detroit Pistons,"$2,623,680"
310,"MarJon Beauchamp, F",Milwaukee Bucks,"$2,609,400"
RK,NAME,TEAM,SALARY
311,"Charles Bassey, C",San Antonio Spurs,"$2,600,000"
312,"Kris Dunn, G",Utah Jazz,"$2,586,665"
313,"Damian Jones, C",Cleveland Cavaliers,"$2,586,665"
314,"Bruno Fernando, F",Atlanta Hawks,"$2,581,522"
315,"Willy Hernangomez, C",New Orleans Pelicans,"$2,559,942"
316,"Ben Sheppard, G",Indiana Pacers,"$2,537,160"
317,"Damion Lee, SG",Phoenix Suns,"$2,528,233"
318,"Thomas Bryant, C",Miami Heat,"$2,528,233"
319,"Torrey Craig, SF",Chicago Bulls,"$2,528,233"
320,"Blake Wesley, G",San Antonio Spurs,"$2,504,640"
321,"Josh Christopher, SG",Miami Heat,"$2,485,200"
322,"Nick Smith Jr., G",Charlotte Hornets,"$2,463,960"
323,"Brice Sensabaugh, F",Utah Jazz,"$2,448,600"
324,"Ty Jerome, SG",Cleveland Cavaliers,"$2,439,025"
325,"Julian Strawther, G",Denver Nuggets,"$2,431,080"
326,"Wendell Moore Jr., G",Minnesota Timberwolves,"$2,421,720"
327,"Kobe Brown, G",LA Clippers,"$2,413,320"
328,"PJ Dozier, G",Minnesota Timberwolves,"$2,413,304"
329,"Luke Kornet, C",Boston Celtics,"$2,413,304"
330,"John Konchar, SG",Memphis Grizzlies,"$2,400,000"
RK,NAME,TEAM,SALARY
331,"Quentin Grimes, SG",Detroit Pistons,"$2,385,720"
332,"Keita Bates-Diop, SF",Brooklyn Nets,"$2,364,614"
333,"Nikola Jovic, F",Miami Heat,"$2,352,000"
334,"Yuta Watanabe, SF",Memphis Grizzlies,"$2,346,614"
335,"Drew Eubanks, PF",Phoenix Suns,"$2,346,614"
336,"Patrick Baldwin Jr., F",Washington Wizards,"$2,337,720"
337,"Jordan McLaughlin, PG",Minnesota Timberwolves,"$2,320,000"
338,"Bones Hyland, PG",LA Clippers,"$2,306,400"
339,"Peyton Watson, F",Denver Nuggets,"$2,303,520"
340,"Cam Thomas, SG",Brooklyn Nets,"$2,240,160"
RK,NAME,TEAM,SALARY
341,"Vlatko Cancar, SF",Denver Nuggets,"$2,234,359"
342,"Vince Williams Jr., G",Memphis Grizzlies,"$2,232,308"
343,"Jaden Springer, G",Boston Celtics,"$2,226,240"
344,"Day'Ron Sharpe, C",Brooklyn Nets,"$2,210,040"
345,"Jeremiah Robinson-Earl, F",New Orleans Pelicans,"$2,196,970"
346,"Santi Aldama, PF",Memphis Grizzlies,"$2,194,200"
347,"Jaxson Hayes, C",Los Angeles Lakers,"$2,165,000"
348,"Cam Reddish, SF",Los Angeles Lakers,"$2,165,000"
349,"Oshae Brissett, SF",Boston Celtics,"$2,165,000"
350,"Andrew Nembhard, PG",Indiana Pacers,"$2,131,905"
RK,NAME,TEAM,SALARY
351,"Kobi Simmons, G",Toronto Raptors,"$2,066,585"
352,"Luka Samanic, F",Utah Jazz,"$2,066,585"
353,"Isaiah Roby, PF",Ulm Ulm,"$2,066,585"
354,"Goga Bitadze, C",Orlando Magic,"$2,062,585"
355,"Tristan Thompson, C",Cleveland Cavaliers,"$2,019,796"
356,"Sandro Mamukelashvili, PF",San Antonio Spurs,"$2,019,760"
357,"Alex Len, C",Sacramento Kings,"$2,019,760"
358,"Montrezl Harrell, C",Philadelphia 76ers,"$2,019,760"
359,"Malik Beasley, SG",Milwaukee Bucks,"$2,019,760"
360,"Jae Crowder, PF",Milwaukee Bucks,"$2,019,760"
361,"Frank Ntilikina, PG",Charlotte Hornets,"$2,019,706"
362,"Ish Smith, PG",Charlotte Hornets,"$2,019,706"
363,"Colby Jones, G",Sacramento Kings,"$2,019,706"
364,"Nerlens Noel, C",Sacramento Kings,"$2,019,706"
365,"JaVale McGee, C",Sacramento Kings,"$2,019,706"
366,"Robin Lopez, C",Milwaukee Bucks,"$2,019,706"
367,"Dalano Banton, G",Portland Trail Blazers,"$2,019,706"
368,"Moses Brown, C",Portland Trail Blazers,"$2,019,706"
369,"Bol Bol, C",Phoenix Suns,"$2,019,706"
370,"Mo Bamba, C",Philadelphia 76ers,"$2,019,706"
RK,NAME,TEAM,SALARY
371,"Kelly Oubre Jr., SG",Philadelphia 76ers,"$2,019,706"
372,"Danny Green, F",Philadelphia 76ers,"$2,019,706"
373,"Trendon Watford, PF",Brooklyn Nets,"$2,019,706"
374,"Lonnie Walker IV, G",Brooklyn Nets,"$2,019,706"
375,"Dennis Smith Jr., PG",Brooklyn Nets,"$2,019,706"
376,"Thanasis Antetokounmpo, SF",Milwaukee Bucks,"$2,019,706"
377,"Patrick Beverley, PG",Milwaukee Bucks,"$2,019,706"
378,"Cory Joseph, PG",Golden State Warriors,"$2,019,706"
379,"Aaron Holiday, G",Houston Rockets,"$2,019,706"
380,"Reggie Bullock Jr., SF",Houston Rockets,"$2,019,706"
RK,NAME,TEAM,SALARY
381,"Boban Marjanovic, C",Houston Rockets,"$2,019,706"
382,"Dario Saric, PF",Golden State Warriors,"$2,019,706"
383,"Chimezie Metu, PF",Detroit Pistons,"$2,019,706"
384,"Ryan Arcidiacono, G",New York Knicks,"$2,019,706"
385,"Jalen Pickett, G",Denver Nuggets,"$2,019,706"
386,"Justin Holiday, SF",Denver Nuggets,"$2,019,706"
387,"DeAndre Jordan, C",Denver Nuggets,"$2,019,706"
388,"Derrick Jones Jr., SF",Dallas Mavericks,"$2,019,706"
389,"Markieff Morris, PF",Dallas Mavericks,"$2,019,706"
390,"Terry Taylor, F",Chicago Bulls,"$2,019,706"
RK,NAME,TEAM,SALARY
391,"Cody Zeller, C",New Orleans Pelicans,"$2,019,706"
392,"Svi Mykhailiuk, SG",Boston Celtics,"$2,019,706"
393,"Wesley Matthews, SG",Atlanta Hawks,"$2,019,706"
394,"Jaylin Williams, F",Oklahoma City Thunder,"$2,000,000"
395,"Caleb Houstan, G",Orlando Magic,"$2,000,000"
396,"Garrison Mathews, SG",Atlanta Hawks,"$2,000,000"
397,"Anthony Gill, PF",Washington Wizards,"$1,997,239"
398,"R.J. Hampton, G",Miami Heat,"$1,997,238"
399,"Isaiah Joe, SG",Oklahoma City Thunder,"$1,997,238"
400,"Sam Merrill, SG",Cleveland Cavaliers,"$1,997,238"
401,"GG Jackson, F",Memphis Grizzlies,"$1,991,428"
402,"Duop Reath, C",Portland Trail Blazers,"$1,951,220"
403,"Lamar Stevens, F",Memphis Grizzlies,"$1,930,681"
404,"KJ Martin, F",Philadelphia 76ers,"$1,930,681"
405,"KJ Martin, F",LA Clippers,"$1,930,681"
406,"Naji Marshall, SF",New Orleans Pelicans,"$1,930,681"
407,"Xavier Tillman, F",Boston Celtics,"$1,930,681"
408,"Kessler Edwards, SF",Sacramento Kings,"$1,927,896"
